,textID,text,selected_text,sentiment,oof_selected_text,jaccard_diff
1610,1b4e6c86c7,"I`m very upset right now, like I can`t even formulate a complete thought....","I`m very upset right now,",negative, upset,0.2
1617,f9f80cbb90,Why can`t I make a phone call! I hate this anxiety ****. Someone cure me,anxiety,negative, i hate,0.0
1623,2dc0b560b5, copy & paste **** **** tosser piss flap a 10000000000 times !!!!,copy & paste **** **** tosser piss flap a 10000000000 times !!!,negative, **** ****,0.09090909090909091
1634,e741cc9d96,I wanted to see the story on ACORN tonight on Glen Beck but I missed it,missed,negative, i missed it,0.3333333333333333
1649,8f74c4f71c, that sucks!!,sucks!,negative, that sucks!!,0.0
1653,5766fcf9f8,_Guy Iï¿½m afraid yes - both are true  I hope u r not disappointed yet,I hope u r not disappointed yet,negative, afraid,0.0
1657,cb349bae1a,im still melting and im in the house in the shade  its not fair.,m still melting and im in the house in the shade  its not fair.,negative, its not fair.,0.25
1660,ecca496740,"In worst case cenario, I`ll show up on OFFF with a white mask, and scare everyone. Even better: everyone should wear a mask besides me.",worst,negative, scare,0.0
1669,7bfc7b24b3,"ouuuuuuuuuchhhhhhhh, still hurting from the Barca spanking","ouuuuuuuuuchhhhhhhh, still hurting from the Barca spanking",negative, hurting,0.14285714285714285
1675,09b918e8aa,totally forgot she had soccer today. ugh  today was actually good too...,ugh,negative, forgot,0.0
1677,7c55adcb6a, oops too late,oops,negative, oops too late,0.3333333333333333
1686,8e5b7978c3,why yes jeeves. bring me that noose there  TOO MANY ASSIGNMENTS!,TOO MANY ASSIGNMENTS!,negative, noose,0.0
1702,e03324c33b,i lost a follower,lost a follower,negative, i lost,0.25
1704,39348df004,but this little boy still makin me  work during the storm!!!,but this little boy still makin me  work during the storm!!!,negative, storm!!!,0.09090909090909091
1716,2e96633973,"_J_Stuart Unfortunately not yet, I am still without licence.","Unfortunately not yet,",negative, unfortunately,0.3333333333333333
1723,afe152340b,Ow... My shoulder muscle (I can`t remember the name :p) hurts... What did I do?  I don`t even know,hurts..,negative, hurts...,0.0
1738,a25c6ba0ea,My attempts at writing tonight seem to be failing.,My attempts at writing tonight seem to be failing.,negative, failing.,0.1111111111111111
1747,0a4f813af2,  no water park today? made me jealous looking at that pic,? made me jealous,negative, jealous,0.25
1749,70791caf15,"In pain,, poor me, I HATE THE SUN","In pain,, poor me, I HATE THE SUN",negative," in pain,,",0.25
1759,89e7895985,"**** - Apple store is down for updates... what`s coming, I wonder?",****,negative, **** - apple store is down,0.16666666666666666
1767,718fa1b02e, is there something wrong with the internet in chelmsford? my tv on demad isnt working right and my internet is SUPER slow,my tv on demad isnt working right and my internet is SUPER slow,negative, slow,0.08333333333333333
1775,cb37dd4f3b,she`s gone   I miss my kay way already,she`s gone   I miss my kay way already,negative, miss,0.125
1778,95828aebf3,Missing nathan and the bccg already. And my best friends that tried to visit me   Heading back tomorrow afternoon.,Missing nathan and the bccg already.,negative, missing,0.16666666666666666
1806,c2bdf76265,just got back from my exam... im surely gonna fail...now trying 2 get tickets 4 il divo! someone doesnt want us 2b there!!!,fail..,negative, fail...,0.0
1808,8ba644c9bd, The devil you say!  I`ve been waiting for the Black Widow in movies and now she won`t be awesome at all.,w she won`t be awesome at all,negative, the devil you say! i`ve been waiting for the black widow in movies and now she won`t be awesome at all.,0.22727272727272727
1815,25d0ae4faf,The case for my iPod Touch is literally falling apart.  So junk,The case for my iPod Touch is literally falling apart.  So junk,negative, falling apart. so junk,0.3333333333333333
1820,b55ac98ae8,I dont care who gets mad. I like speaking my mind. Im alreadt crazy so it helps me not go off da deep edge! **** u!,I dont care who gets mad. I like speaking my mind. Im alreadt crazy so it helps me not go off da deep edge! **** u!,negative, i dont care who gets mad.,0.24
1829,aa20ff7392," I wasn`t given an exact date, but it shouldn`t be much longer. Please accept our apologies for the inconvenience!",Please accept our apologies for the inconvenience!,negative, inconvenience!,0.14285714285714285
1837,c3b00da593,"oops just unfollowed everyone!  anywayz, will build my Twitter Empire.... again....","oops just unfollowed everyone!  anywayz, will build my Twitter Empire.... again....",negative, oops,0.09090909090909091
1839,2d4944b8ef,I knew I should`ve worn the SARS mask on the plane from SoCal.. feeling the beginnings of a sore throat,feeling the beginnings of a sore throat,negative, sore throat,0.2857142857142857
1844,dbe49e110b," yep, so I **** it.",I **** it.,negative, ****,0.3333333333333333
1845,ed1d6d2bdb,hollie steel on bgt was absolutely excruciating to watch...poor girl.,bgt was absolutely excruciating to watch...poor girl.,negative, excruciating,0.14285714285714285
1848,7e9b461caa," oops, me and my drunken stupor lol. Ima check it out","oops,",negative," oops, me and my drunken stupor",0.16666666666666666
1849,092bb0deab,soo sick. i hate my life,soo sick. i hate my life,negative, soo sick.,0.3333333333333333
1860,40d8340387," I gotta say, I feel bad for everyone in NKorea.  They`re starving, and they have a crazy in charge who endangers them daily.",", I feel bad for everyone in NKorea.",negative, i feel bad,0.375
1865,f6e1c13d98,"Feeling so rough today, just want a cuddle and some sleep","Feeling so rough today,",negative, rough,0.25
1877,300997aaeb,Still soo tired..not ready to get up for the day...work again,Still soo tired..,negative, tired..,0.3333333333333333
1880,52cb8d59af,"Going out to Miranda shopping centre to spend time with the family, before going away for 2 weeks to Malaysia. Gonna miss them!",miss,negative, gonna miss them!,0.3333333333333333
1896,e42f22608c, She! Maybe that was our first mistake.  Not everyone is as cool as   (brown nose moment),mistake.,negative, She! Maybe that was our first mistake.  Not everyone is as cool as   (brown nose moment),0.06666666666666667
1898,700eb9d742,Went out to get groceries...prices are inflating  Gas went up another 10 cents to hit $2.49... #TCOT,inflating,negative, went out to get groceries...prices are inflating,0.14285714285714285
1918,c251de9d23,urban think fail. chai latte is not good there,chai latte is not good,negative, fail.,0.0
1920,91d6223051,"Trying to open a .docx file on my virtual system while I`m under the dryer. But it only has Office 2007,",I`m under the dryer.,negative," but it only has office 2007,",0.0
1931,3a8a7232eb,bed. with stomach ache,bed. with stomach ache,negative, ache,0.25
1935,3aa1123af3, my computer is being stupid and wont let me vote  . if i could i would vote for u.,my computer is being stupid and wont let me vote  . if i could i would vote for u.,negative, stupid,0.058823529411764705
1936,471cc33194, i miss you!!  stupid work!,miss,negative, i miss you!!,0.3333333333333333
1938,fb06c8e8ef," KH is the only thing I`ll be a weeaboo about.  I still prefer it in English but I`m impatient, haha",m impatient,negative," impatient,",0.0
1944,b31486f8c0,How did Day 26 go from a good budget video (imma put it on her) to such a low budget video (Stadium Music) The end may be near for them,such a low budget video,negative, the end may be near for them,0.0
1945,ff85b0b80a, I think you and Tamera should have your own show anyway...the CW or ABC fam is not appreciating you like they should.,fam is not appreciating you like they should.,negative, not appreciating,0.25
1949,5db2195e56,is still sick  sigh,is still sick,negative, sick,0.3333333333333333
1952,85178f7eb6,**** my life.,****,negative, **** my life.,0.3333333333333333
1981,c3af043193,Morning all. I appear to have a bit of a sore head. Perhaps the bag of pork scratchings for dinner wasn`t such a good idea,sore,negative, sore head. perhaps the bag of pork scratchings for dinner wasn`t such a good idea,0.06666666666666667
1985,4bf8205ece, hey!  sorry for the late reply.but i do plan on posting on both facebook and twitpic.,sorry for the late reply,negative, sorry,0.2
1994,6584036615,Why are the sinks in hospital toilets so low? Now the **** of my grey suit is spattered with water! Just in time for Physio,so low? No,negative, **** of my grey suit is spattered with water!,0.0
2002,2cc97395e7,ughhhh.... sad day.,sad,negative, ughhhh.... sad day.,0.3333333333333333
2003,f0bb64692f,"Wishing it was a sunny day, then I might just be bothered to get outta bed! ..up the blues",up the blues,negative, bothered,0.0
2004,31098bb260,wishes he had realized his wife hadn`t held onto the debit card before he took a long walk to get lunch and not after.  GRRR!,his wife hadn`t held onto the debit card be,negative, grrr!,0.0
2005,5942352255, How is she spoilt? She`s like 10? 11? That was hard for her to be put up in front of 14m people.  She`s really young.,How is she spoilt? She`s like 10? 11? That was hard for her to be put up in front of 14m people.,negative, hard,0.045454545454545456
2008,35a2e01940,school and the guy i like was talking to the girl i cant stand at all!!  ppl are just sooo...ughhhh!!,.ughhhh!,negative, i cant stand at all!!,0.0
2015,b0fc59f0dd,Have $#@&!!! Malware on my work PC!  I miss having an IT dept,I miss having an IT dept,negative, miss,0.16666666666666666
2035,041ab65625,Took me 2 times to get over the wall. What killed me was the 150 lb dummy that you can`t drag. 12  seconds over.,What killed me was the 150 lb dummy that you can`t drag.,negative, what killed,0.16666666666666666
2036,1206c7aefb, I accidentaly slammed my finger in the trunk,I accidentaly slammed my finger in the trunk,negative, slammed,0.125
2043,846c546859, NOOOOO I hate traffic,NOOOOO I hate traffic,negative, hate,0.25
2056,9fda61503d, no panasonic charger.sorry,.sorry,negative,sorry,0.0
2083,e4bf91468f,"_xox  Oh god, everyone`s dying.  But it`s mainly justin depressing me",n depressing,negative,"_xox  Oh god, everyone`s dying.  But it`s mainly justin depressing me",0.08333333333333333
2086,8ea6edf6c7," i know, and we gotta wait until earl 2010, i think or very late 2009! its just wrong",", i think or very late 2009! its just wrong",negative, wrong,0.1
2090,411a54feb1,painting my nails green in an attempt to look like an army person. annoyed that everyone seems to tan apart from me! freckles and sunburn,annoyed that everyone seems to tan apart from me! freckles and sunburn,negative, annoyed,0.08333333333333333
2093,d032abe7e7,#fieldnotes I ordered some on the 8th and they still haven`t arrived. 3 weeks and still no books,I ordered some on the 8th and they still haven`t arrived. 3 weeks and still no books,negative, haven`t arrived.,0.13333333333333333
2103,94537563a1,looks like the eprocurement e-mail address from office mate is blacklisted by IT here.. asking them to whitelist now.,blacklisted by IT here..,negative, blacklisted,0.25
2106,8aed647dce, :: I know the feeling  Its a little depressing :S,e feeling  Its a little depressing,negative, depressing,0.16666666666666666
2110,f37af9fd5b, **** you and your hot weather - it`s freezing in Oz at the moment  I miss summer..,****,negative, **** you and your hot weather - it`s freezing in oz at the moment i miss summer..,0.058823529411764705
2113,7e260b1f13,  man i wont be home to co host with you!  xo*blair,n i wont be home to co host with you!,negative, wont be home,0.3
2125,a27e6d1054," lol - that`s what hubby`s are there for, to think their wives are nuts.",", to think their wives are nuts.",negative, nuts.,0.14285714285714285
2134,82f88a3667,Trying to recover photos after a problem between Windows and my XD card. Result: shots are all half visible  **** Microsoft...,Trying to recover photos after a problem between Windows and my XD card. Result: shots are all half visible  **** Microsoft...,negative, problem,0.047619047619047616
2137,7f6299624f," Wish I could listen but because I`m from Canada, the website won`t let me!","Wish I could listen but because I`m from Canada, the website won`t let me!",negative, the website won`t let me!,0.35714285714285715
2159,8c5bb48dcd,I feel like **** cause I couldnt sleep last night and went to sleep at 320 n bk up at 6  soooo tired!!!,feel like ****,negative, tired!!!,0.0
2171,6b78e2821a,"would like june the nineteenth to hurry it self up, as she is waiting very impatiently to see wes carr",she is waiting very impatiently,negative, impatiently,0.2
2181,f1d7662793,Trying to go to sleep but no luck  I think i`m sick... =S,but no luck  I think i`m sick.,negative, sick...,0.0
2187,fd0e1afe7b,New work wellness challenge not going well.  I committed to not check email between 10 pm and 6 am.  Failed on first day.  Twice,Failed on first day.  Twic,negative, not going well. i committed to not check email between 10 pm and 6 am. failed,0.05263157894736842
