,textID,text,selected_text,sentiment,len_text,len_selected_text
23176,c59b23d306," Uh, yeah.  Totally.  But then again, I am in real life too, sooooo....","Uh, yeah.  Totally.  But then again, I am in real life too, soooo",neutral,71.0,65.0
23226,73c63767ce,"  Either way, that`s unfortunate to hear  Thanks you both for the head`s up.",", that`s unfortunate to hear  Thanks you both for the head`s",neutral,76.0,60.0
23326,d20a1c075b,i do indeed have tonsillitis. the only good thing: ive been advised to eat lots of ice cream. [but no solid foods  & im bed ridden.],the only good thing: ive been advised to eat lots of ice cream. [but no solid foods  & im bed ridden.],neutral,132.0,102.0
23335,997a8e8eca," Thanks!  Got tired of bleaching it. The, um, bangs there... yeah they are actually a bit purple >_> oopsie.",Thanks!  Got tired of bleaching it.,neutral,108.0,35.0
23338,19e2e43496,_CLP i heard 88db is better for mixing down...especially  if you use 808 sounds,i heard 88db is better for mixing down...especially  if you use 808 sounds,neutral,79.0,74.0
23389,6ba9881569,_Tech_Update Do you know your Nutty Newsire twitterfeed ones are coming through w/o links? I can`t be lazy without the links...LOL,Do you know your Nutty Newsire twitterfeed ones are coming through w/o links? I can`t be lazy without the links...LOL,neutral,130.0,117.0
23420,8a088af6b1,"  i`m having tuna & noodles thing, smashed potato cakes &......?   Winksy says hi.","i`m having tuna & noodles thing, smashed potato cakes &......?   Winksy says",neutral,82.0,76.0
23430,afadeeb8cc,"Oh, today my friend goes to USA! , Iï¿½m going to miss her so much!  , have a great time darling","Iï¿½m going to miss her so much!  , have a great time darling",neutral,96.0,61.0
23434,3efcfd5ebe,Sleppytime. Really missing my godfather right now. Love you Wayne,Really missing my godfather right now. Love you Wayne,neutral,65.0,53.0
23484,adeb98adaf,NW Macedonia: Few rainy days in a row.,Few rainy days in a row.,neutral,38.0,24.0
23524,dce4480092," And a good morning to you!  Up early with a bad conscience, trying to make up for taking a day off yesterday, are we? :p","good morning to you!  Up early with a bad conscience,",neutral,121.0,53.0
23536,ccce222da3,"Work is MAD blocking sites! No fun  but they aren`t blocking facebook, twitter & youtube",MAD blocking,neutral,88.0,12.0
23538,e384aa41f3,12seconds - Friday Night Update:  has left the city.  http://tiny12.tv/I3KS8,12seconds - Friday Night Update:  has left the city.,neutral,76.0,52.0
23542,5981ffab60, who are the crew? please dont be me...  i dont think it is but i could be wrong i have been a number of times...,who are the crew? please dont be me...  i dont think it is but i could be wrong i have been a number of times,neutral,113.0,109.0
23558,44f269df0b,"I read the disclaimer, I had to close my browser  http://tinyurl.com/n28lr3","I read the disclaimer, I had to close my browser",neutral,75.0,48.0
23564,9083a50db0,http://twitpic.com/4j99z - a gift from my boyfriend... this little guy keeps me company at night,a gift from my boyfriend... this little guy keeps me company at night,neutral,96.0,69.0
23583,e5226c6da4,"Enough already about Wolfram Alpha: The Next Google, Or the Next Cuil? http://bit.ly/6HESZ","Enough already about Wolfram Alpha: The Next Google, Or the Next Cuil?",neutral,90.0,70.0
23593,c6e8b657a3, yeah   when he goes there he always brings us these things. + he just let me last something called 'bird milk' and it,yeah   when he goes there he always brings us these things. + he just let me last something called 'bird milk' and,neutral,118.0,114.0
23619,6d24b61035,is downloading new fonts . again  http://plurk.com/p/rplkr,is downloading new fonts .,neutral,58.0,26.0
23624,4ccd06517b,"_333 Yeah.    I couldn`t call my Dad, Mom, or brother either.  Mom = On the phone.  Dad = Phone card expired.  Brother = At work.","Yeah.    I couldn`t call my Dad, Mom, or brother either.  Mom = On the phone.  Dad = Phone card expired.  Brother = At",neutral,129.0,118.0
23640,15575a8277,"David Mitchell`s presenting `Have I Got News For You` tonight <3 I love him! I think he`s ace <3 On another note, **** this headache","I love him! I think he`s ace <3 On another note, **** this headache",neutral,132.0,67.0
23647,5aae399456,  ok just between U and me  and all of  our  followers on twitter what do U really think of  ? lol,ok just between U and me  and all of  our  followers on twitter what do U really think of,neutral,98.0,89.0
23690,6af967f653,  My Dad worked for SW when I graduated HS. Worked at HOU 21 years.   He retired 3 years before I joined the Company.,My Dad worked for SW when I graduated HS. Worked at HOU 21 years.   He retired 3 years before I joined the Compan,neutral,117.0,113.0
23782,a002383b5b,#FollowFriday In honor of my web buddies who moved.     ,In honor of my web buddies who moved.,neutral,56.0,37.0
23788,e65268ad17,_76 haha.  weird?!?  no sunshine for us,haha.  weird?!?  no sunshine for us,neutral,39.0,35.0
23815,ecfa6fb0f3,  AAAAAAHHHHHHHH !!!!!  SOOOOOOOO SWEEEEEEET !!!!!!  I miss that age ..... SOOOO MUCH !,AAAAAAHHHHHHHH !!!!!  SOOOOOOOO SWEEEEEEET !!!!!!  I miss that age ..... SOOOO MUCH,neutral,87.0,83.0
23825,d091dd19f7," ill call you on my home phone to your home phone    after dinner tho! coz im almost ready to eat, is that ok? ****","ill call you on my home phone to your home phone    after dinner tho! coz im almost ready to eat, is that ok?",neutral,115.0,109.0
23941,8c1e6ce263,Finished Breaking Dawn last night. I managed to finish those 800 pages in 3 days. It was so good! I`m sad that I`m done w/ Twilight Saga,It was so good! I`m sad that I`m done w/ Twilight Saga,neutral,136.0,54.0
23989,c7f2f78593, You can save it for next time!!   ? http://blip.fm/~5z2sv,You can save it for next time!,neutral,58.0,30.0
23995,a42cc50619,"Hummmmm..... ohh  i miss you so much!!! really, but i hope you have a nice friends, like us :]","i miss you so much!!! really, but i hope you have a nice friends, like us",neutral,94.0,73.0
24046,b7ba642946,Im liking escape the fate alot tonight.  excited for ESTK      NemoNemesis,Im liking escape the fate alot tonight.  excited for ESTK      NemoNem,neutral,74.0,70.0
24056,d45a742775,_wx it looks like it did in Ohio after a tornado hit.,it looks like it did in Ohio after a tornado hit.,neutral,53.0,49.0
24064,3bee0fb22e, pic as promised  http://twitpic.com/4wqy4,pic as promised,neutral,42.0,15.0
24069,bd085c659b,   G`night!,G`night,neutral,11.0,7.0
24078,36265d722a, No plans tonight? .............,No plans tonight?,neutral,32.0,17.0
24090,e75c46aa82,"Instead of telling God how big my problems are, I like telling my problems how big God is!  http://bit.ly/5ofzj","Instead of telling God how big my problems are, I like telling my problems how big God is!",neutral,111.0,90.0
24111,f8a81a3662,iProcrastinate: This is by far my #1 character flaw. Gotta session at 11 and I don`t want to emerge from my covers.,This is by far my #1 character flaw. Gotta session at 11 and I don`t want to emerge from my covers.,neutral,115.0,99.0
24162,3e4fbcd114,    You guys can make it through!,You guys can make it through,neutral,33.0,28.0
24199,68695df983, It means 'luv ya' in Zulu/Xhosa. Probably spelt it wrong lol. Can`t b creative 2day ...tired  so translated,. Probably spelt it wrong lol.,neutral,108.0,30.0
24234,452b595a28," youre not going, are you   ?","youre not going, are you",neutral,29.0,24.0
24263,905d8226b0," As much as we would love that, it is hard to make ends meet up here ... with the job situations and all...","As much as we would love that, it is hard to make ends meet up here",neutral,107.0,67.0
24376,f01407e161," haha! thanks, Tiff   it went well, but they WORE ME OUT!!! lol. im too old for this ;)","haha! thanks, Tiff   it went well, but they WORE ME OUT!!! lol. im too old for this",neutral,87.0,83.0
24434,73863be445, http://twitpic.com/3x3wq - impossible to know them closely,impossible to know them closely,neutral,59.0,31.0
24440,6ee233b72f,now cassidy is butcking that i am **** lol cant ever win,i am **** lol cant ever win,neutral,56.0,27.0
24476,a7ed3e4509, yea just fun dive..a bit scary sometimes but fun.  u like diving?,.a bit scary sometimes but fun.,neutral,66.0,31.0
24491,f5ce905ac0,http://twitpic.com/4wij6 - my oldest nephew playin on my guitar hero drums,my oldest nephew playin on my guitar hero drums,neutral,74.0,47.0
24571,a12912d037,"_oliver whats for breaky then, russtle something up for my hangover please our jamie lmao","whats for breaky then, russtle something up for my hangover please our jamie lmao",neutral,89.0,81.0
24573,02874866a3,http://tinyurl.com/67sk5r Follow my blog and I`ll follow yours,Follow my blog and I`ll follow yours,neutral,62.0,36.0
24574,d7d5016497,_and_Easy when will these stores in Sacramento open? Been waiting and nothing,Been waiting and nothing,neutral,77.0,24.0
24597,3bf869b63a,  be sure to go by my blog today    -  and check out your friends - I bet you have some new ones today!,be sure to go by my blog today    -  and check out your friends - I bet you have some new ones tod,neutral,103.0,98.0
24620,cdf0ff5923,Was about to head downtown...now there`s a flash flood!  - Photo: http://bkite.com/07XFs,Was about to head downtown...now there`s a flash flood!,neutral,88.0,55.0
24651,fa675fc63e,_UK That sucks! I had my exams be4 half term so It`s all good. Although they were major subjects now I have languages and stuff,That sucks! I had my exams be4 half term so It`s all good.,neutral,127.0,58.0
24658,4451da05e4,"ang payat ko na, yes! hoping to go down to my Melbourne weight from last year  http://plurk.com/p/su622","ang payat ko na, yes! hoping to go down to my Melbourne weight from last year",neutral,103.0,77.0
24667,893cfcb574,_express i didnt get to see it tonight,i didnt get to see it tonight,neutral,38.0,29.0
24761,d8b1ee3103, u have a lot  but the bad thing is we r gonna have finals all next week,u have a lot  but the bad thing,neutral,72.0,31.0
24781,0336be9ba1,_kiss I can`t find it on YouTube   only the concert versions....HELP!!!,I can`t find it on YouTube   only the concert versions....HELP!!!,neutral,71.0,65.0
24800,f79aa3d4cb,is finally gotten online after logging 200km over the last two days on errands as the family driver  http://plurk.com/p/wxz12,is finally gotten online after logging 200km over the last two days on errands as the family driver,neutral,125.0,99.0
24916,c6eea72783,Hey  Mia!! Go to bed!!    (deangeloredman live > http://ustre.am/2NlC),Hey  Mia!! Go to bed!,neutral,70.0,21.0
24917,4aa44f1b04," I agree! mmm so good, i miss eating it with you tho","so good, i miss eating it with you tho",neutral,52.0,38.0
24935,bc0714fe25,"It`s about time I let people know whats happenning, although I often wonder why I bother   but hey it`ll soon be Christmas........","It`s about time I let people know whats happenning, although I often wonder why I bother   but hey it`ll soon be Christmas",neutral,130.0,122.0
24948,6682ed89b0,@_cassian is there a game   !,is there a game,neutral,29.0,15.0
24966,60863476b7, you looked great for being sick yesterday! i`m sorry I didn`t really make an effort to say hi...  I was preoccupied for a while,you looked great for being sick yesterday! i`m sorry I didn`t really make an effort to say hi..,neutral,128.0,95.0
25015,3d13b826a7,"http://twitpic.com/4iw0x      Thx all - it`s a 3k capacity, bought second hand","Thx all - it`s a 3k capacity, bought second",neutral,78.0,43.0
25036,4c7d1a3760,http://twitpic.com/67hw5 - Session almost over,Session almost over,neutral,46.0,19.0
25154,dc5138f91d,_anke What`s wrong with the ski slopes of MK? They`ve got coffee shops as well y`know!,What`s wrong with the ski slopes of MK? They`ve got coffee shops as well y`know!,neutral,86.0,80.0
25200,dff846bf34,if you cant hide the tweetie icon why not change it   http://twitpic.com/4j92o,if you cant hide the tweetie icon why not change it,neutral,78.0,51.0
25222,ab0c9b04d6,"  My day was good!  Spent the day catching up on sleep, relaxing.. kind of a lazy day! hehe. oooo shopping! How did you resist?","My day was good!  Spent the day catching up on sleep, relaxing.. kind of a lazy day! hehe. oooo shopping",neutral,127.0,104.0
25236,5d0559bd92,_Bailon talk with your HIPS,talk with your HIPS,neutral,27.0,19.0
25249,3ab87ba2c0,_DIG up late again I see?  You missed a great time at Donny`s birthday... remember to call him on Monday!,late again I see?  You missed a great time at Donny`s birthday... remember to call him on Monday!,neutral,105.0,97.0
25338,e4db90dd2a, ....any  sorry wahh!! lub u toooo ;),.any  sorry wahh!! lub u toooo ;),neutral,37.0,33.0
25379,3c7375060f,_hunter Ah now Comedy Central have Frasier all morning till twelve. So I guess there goes my morning,Ah now Comedy Central have Frasier all morning till twelve. So I guess there goes my morning,neutral,100.0,92.0
25397,8866882869,Soooooooooo glad to learn that Farrells ice cream parlor is staging a comeback in So. Cal -- too bad it`s in the Mission Viejo mall,Soooooooooo glad to learn that Farrells ice cream parlor is staging a comeback in So. Cal -- too bad,neutral,131.0,100.0
25402,1d779830cc,Y is it when I luv someone I fear them? i just wish someone can exsplain it 2 me,Y is it when I luv someone I fear them?,neutral,80.0,39.0
25414,3496566cc2," IM SORRRYY  i went to the cinema with my broth.. cause im cool.. and yeah im sorrrry  TOMORROW THO, ILL MAKE SURE OF IT","IM SORRRYY  i went to the cinema with my broth.. cause im cool.. and yeah im sorrrry  TOMORROW THO, ILL MAKE SURE OF",neutral,120.0,116.0
25434,f7c2dfa269,"It`s this year. Can`t catch it, won`t be in NY till Oct 2010.   http://bit.ly/AF8JT","It`s this year. Can`t catch it, won`t be in NY till Oct 2010.",neutral,83.0,61.0
25512,f2e422b4a2,Tanya is jealous because I`m Mike`s new favorite  It`s because he tried to kiss me over the weekend....pictures to follow at 95sx.com,Tanya is jealous because I`m Mike`s new favorite  It`s because he tried to kiss me over the weekend.,neutral,133.0,100.0
25520,66553340b5,off to friendss for theree birthdayy.  X,off to friendss,neutral,40.0,15.0
25588,222a05a0c7,"i thought ur account  was fake. but, it`s true, sorry david!","it`s true, sorry david!",neutral,60.0,23.0
25638,840a19bc35,"spent the whole day editing in Pro Tools...i luvvv this thing and am becoming quite the pro, but it gives me insane headaches.","i luvvv this thing and am becoming quite the pro, but it gives me insane headaches.",neutral,126.0,83.0
25643,e84447e448, The creeping charlie is what happens when I neglect the yard for the whole spring!  Thanks- &  would LOVE to see yr dogs!,creeping charlie is what happens when I neglect the yard for the whole spring!  Thanks- &  would LOVE to see yr dogs,neutral,122.0,116.0
25697,8e91c0ce24, You almost have as many viewers as the Live Eagle Cam on Ustream  http://tinyurl.com/d4hgoj,You almost have as many viewers as the Live Eagle Cam on Ustream,neutral,92.0,64.0
25698,c3e5cad4ff," A couple of other guys did similar mods, so it may not have been mine that  saw. I think mine`s the best, but I`m biased",". I think mine`s the best, but I`m biased",neutral,121.0,41.0
25725,1f8294cc21,  lol he does love spahkly gold things....,lol he does love spahkly gold things..,neutral,42.0,38.0
25732,ceec78ede2,     Soooooooo What Happened To Power ForReal?,Soooooooo What Happened To Power ForRea,neutral,46.0,39.0
25745,e1697e3228,"feels the same way about cherry-flavored items as Shannt does about grapes. Strange, but true.","Strange, but true.",neutral,94.0,18.0
25769,2a23171680,"  sorry, I`m back.. food was calling my name..lol..all is good here  and HI! , sorry I haven`t said sooner lol","sorry, I`m back.. food was calling my name..lol..all is good here  and HI! , sorry I haven`t said sooner",neutral,110.0,104.0
25857,f9b667e1ed,_Tech I just woke up a little while ago i did sleep a couple of hours lol i`m wide awake now,just woke up a little while ago i did sleep a couple of hours lol i`m wide awake now,neutral,92.0,84.0
25916,f0f0292e6c," awe yeah, it`s more fun revising with others but you get distracted easier >.< yeah I`m tired, revising history","it`s more fun revising with others but you get distracted easier >.< yeah I`m tired,",neutral,112.0,84.0
25938,4f2a6454af,Evenin` tweeties. Phew it`s been hot! Not that I`m complaining. Walked 4 miles into town today and felt all hot `n sweaty   Was nice tho.,felt all hot `n sweaty   Was nice tho.,neutral,137.0,38.0
25947,0216f668c9,   Woot! lol  It`s gonna be hard to send this one back,Woot! lol  It`s gonna be hard to send this one ba,neutral,54.0,49.0
25948,81b805d5ec, i totally felt bad for the guy. haha im good  i miss you guys!,felt bad for the guy. haha im good  i miss you guys,neutral,63.0,51.0
25949,7fc2b79810, Hope you get your car today   Hate anything that stops me from my work ;),Hope you get your car today   Hate anything that stops me from my work,neutral,74.0,70.0
25977,bc6d3408ee,"_Hemmat she`s mad coz she purposely let you step on her foot, n thought you would give her a kiss to compensate, but you didn`t","she`s mad coz she purposely let you step on her foot, n thought you would give her a kiss to compensate, but you didn`t",neutral,127.0,119.0
25996,6a3bf13772,   poor Stuart...    I was wondering where he was!  Moving day today!I expect a welcome cake or case neighbor .... hehehe,poor Stuart...    I was wonde,neutral,121.0,29.0
25998,8093ff4222,    Whn r u goin to Europe?,Whn r u goin to Europe,neutral,27.0,22.0
26025,03c0a20b7a, lol - funny thing is - I don`t even know what class or even race half of the people in our group are   yes - I am THAT clueless,- I am THAT clueles,neutral,128.0,19.0
26058,18cf31009a,  ... i have phone calls like that often .. different subject - same result of feeling beaten to pulp and left for dead,. i have phone calls like that often .. different subject - same result of feeling beaten to pulp and left for dead,neutral,119.0,115.0
26084,2632d2c401,Hey  'keep clear'   (robluketic live > http://ustre.am/2w5v),Hey  'keep clear',neutral,60.0,17.0
26112,b5fe8c6909,OMG that little girl on BGT!!!!!!!!,OMG that little girl on BGT!!,neutral,35.0,29.0
26154,7449ddd855,Going Outro... Peace.,Peace.,neutral,21.0,6.0
26167,de93577e03," i knew that, jus givin u a hard time hehe",u a hard time hehe,neutral,42.0,18.0
26174,1556b527e4,"for about 3-4 weeks now i got 3 different pairs of strighters thinking they wasn`t working, just realised it was on the lowest setting",just realised it was on the lowest setting,neutral,134.0,42.0
26227,abb4ec45c5,Re-pinging _B: Is it pathetic that I .... Or am I just pathetic ?   naw you a cutie,Is it pathetic that I .... Or am I just pathetic ?   naw you a cutie,neutral,83.0,68.0
26230,01cf51125c, check out review for the movie Fighting - http://bit.ly/Fle9j  Hilarious!! leave this guy a comment!,Hilarious,neutral,101.0,9.0
26331,a3f639a5b9, Lol...I am greedy. I`m craving Coldstone again.,m greedy.,neutral,48.0,9.0
26342,1f21f4239e,"Frak. I like sunshine, but I do NOT like heat headaches  shame, because today was lovely otherwise.","I like sunshine, but I do NOT like heat headaches  shame,",neutral,99.0,57.0
26354,7432bb79b0, !! WE WILL MISS THOMAS  BUT HAVE TO MOVE ON. SO WATCH THIS! http://bit.ly/r6RfC,!! WE WILL MISS THOMAS  BUT HAVE TO MOVE ON. SO WATCH THIS!,neutral,80.0,59.0
26366,69347cba82,BREAKING NEWS: The broiler at Burger King is down. There will be no burgers at Burger King at lunch!  At least Chicken Fries were there!,The broiler at Burger King is down. There will be no burgers at Burger King at lunch!  At least Chicken Fries were there!,neutral,136.0,121.0
26412,29174d967f,'The truth is hiding in your eyes'    Paramore ï¿½ Decode   ? http://blip.fm/~5ytke,'The truth is hiding in your eyes'    Paramore ï¿½ Decode,neutral,83.0,57.0
26449,298ef613d3, haha you are just as bad as I am.... Well perhaps a little less retarded . I am attempting to knit myself gloves this winter,haha you are just as bad as I am.... Well perhaps a little less retarded,neutral,125.0,72.0
26456,fa168135cf,_1990 i kno i came in coz the sun kept going behind the clouds but now it has come back  sat in my window now on the floor lol,i kno i came in coz the sun kept going behind the clouds but now it has come back  sat in my window now on the floor lol,neutral,126.0,120.0
26556,2de1bcb225," 07 !!! It`s bloody quick,, even my gran could drift it   http://twitpic.com/4ja93","It`s bloody quick,, even my gran could drift it",neutral,82.0,47.0
26561,bcee9ad1b5,"Ive been up since 530,i hate wen i cant sleep. Garys takn a nap and i mite do the same",i hate wen i cant sleep.,neutral,86.0,24.0
26584,b4371ac334,is over it.  http://plurk.com/p/rp5np,is over it.,neutral,37.0,11.0
26621,b6c0001c04,Having internet access on board means I can see what bad weather we are flying into   http://bit.ly/h14Tw,Having internet access on board means I can see what bad weather we are flying into,neutral,105.0,83.0
26687,c5de5361d2,Does anyone out there want to be REALLY awesome and buy me one of these for my birthday? http://poprl.com/1vN0,Does anyone out there want to be REALLY awesome and buy me one of these for my birthday? ht,neutral,110.0,91.0
26711,e6bda7e47b,says Goodmorning.  http://plurk.com/p/x2bm1,says Goodmorning.,neutral,43.0,17.0
26712,9c4c75d53b," http://twitpic.com/449yj - If I say 'Mystery Science Theatre 3000', does that mean anything to you?","- If I say 'Mystery Science Theatre 3000', does that mean anything to you?",neutral,100.0,74.0
26762,76d03aa370, so my friends are coming to see you on NYC...but im on stupid vaca in the stupid cayman islands so i cnt go  iloveyou<3,.but im on stupid vaca in the stupid cayman islands so i cnt go  iloveyou<3,neutral,120.0,75.0
26806,d14c9370ae,_sm Do you know why we have two Categories on our website? I`m trying to remove one but i can`t.,Do you know why we have two Categories on our website? I`m trying to remove one but i can`t.,neutral,96.0,92.0
26870,ff77427519,"will do it  in a  couple od days , when I have  more time.,  for  now  I   need to  get some sleep. Night Night  All.  Peace.!!!!","will do it  in a  couple od days , when I have  more time.,  for  now  I   need to  get some sleep. Night Night  All.  Pe",neutral,129.0,121.0
26882,336b9cfc93,   XDXDXD you crazy little thing why didnï¿½t you get off the train and hug me????,DXD you crazy little thing why didnï¿½t you get off the train and hug me???,neutral,82.0,75.0
26911,a62400eeb0," Trending you say? Well, there`s TweetCannon   http://tinyurl.com/odrza4","Trending you say? Well, there`s",neutral,72.0,31.0
27007,03da4106d7,_kat why not??  ****,why not??,neutral,20.0,9.0
27036,d2e9eadb57,Ustream replay for Control Your Rankings.  http://www.controlyourrankings.com/launch1/ustream.html,Ustream replay for Control Your Rankings.,neutral,98.0,41.0
27037,481e43e353,can`t sleep so i`m watching some more Gilmore Girls,can`t sleep so,neutral,51.0,14.0
27114,556d273874,http://tinyurl.com/cyonct vote for Rob,vote for Rob,neutral,38.0,12.0
27140,c28465b668,Google ... show me apples ... I only want to see images with green in them: http://tinyurl.com/clrbau COOL,Google ... show me apples ... I only want to see images with green in them:,neutral,106.0,75.0
27142,e4e22625b0, -- 5/31 marks the end of our roommate era. And you never made wontons for me again.,1 marks the end of our roommate era. And you never made wontons for me again.,neutral,84.0,77.0
27278,c0da406e23, samee well i aint a man i am a girl obv nd i am 14 lol   i aint no1 special or not famous or rich  wish to be tho ****,samee well i aint a man i am a girl obv nd i am 14 lol   i aint no1 special or not famous or rich  wish to be tho,neutral,119.0,113.0
27301,6cf2428a33, I`m like so upset with you.. haha.. you never told me the 411..,I`m like so upset with you.. haha..,neutral,64.0,35.0
27315,cad70bf44a, Poor you   If I was with you right now; I would probably give you a hug ;D,Poor you   If I was with you right now; I would probably give you a hug,neutral,75.0,71.0
27332,3a9d357027, haha i see im so bored rite now.. it seems like everyone is headin to vegas this weekend,haha i see im so bored rite now.,neutral,89.0,32.0
27374,b49385ebb7,"says Finally, Im home.  http://plurk.com/p/rr121","says Finally, Im home.",neutral,48.0,22.0
27480,6f7127d9d7,   All this flirting going on - The ATG smiles. Yay.  ((hugs)),All this flirting going on - The ATG smiles. Yay.  ((hugs),neutral,62.0,58.0
