,textID,text,selected_text,sentiment,oof_selected_text,jaccard_diff
1326,6d09b56028,"Enjoying a beautiful day off by hanging around the house. Pam is making a cake, but she won`t give me any",beautiful,positive, enjoying a beautiful,0.3333333333333333
1328,b524839bd6,Happy Mothers day to all mums,Happy Mothers day,positive, happy,0.3333333333333333
1333,b519ba7eaf," Heavens, not good  I can empathise. Fingers crossed it doesn`t come to anything and you can sleep easy. Wishing for the best...","Heavens,",positive," heavens, not good i can empathise. fingers crossed it doesn`t come to anything and you can sleep easy. wishing for the best...",0.047619047619047616
1336,f1cf465b7b,"Going to the Star Trek premier tomorrow night, uber stoked. I don`t care if I`m a nerd, Star Trek is amazecore!!",amazecore!!,positive, uber stoked.,0.0
1340,c00e8432c2,happy star wars dayyyy =D and hbd to uncle LEE,happy star wars dayyyy,positive, happy,0.25
1342,8114133dba,its so nice.. I LUV KELLY...she`s such an amazing singer  LUV HER,she`s such an amazing singer,positive, its so nice..,0.0
1350,f82c9ce2b7, hope ya sleepin well  guys still here,hope ya sleepin well  guys,positive, hope,0.2
1361,3bf7a25c9b,Happy Mothers Day!!!  <3,Happy Mothers Day!!!,positive, happy,0.3333333333333333
1371,5a67d1f1b6, The episode was AMAZING...I cried when I saw the home videos they were soooooo cute,were soooooo cute,positive, amazing...i cried when i saw the home videos they were soooooo cute,0.25
1376,eadba04b8a,  that would mean me babe! but **** it my name  is SUPER FREAKIN COOL! I give myself a pass! HA!,IN COO,positive, super freakin cool!,0.0
1382,9511a73ba5,She doesn`t believe spending many (many) thousands on a perfect wedding makes a happy couple.....A happy couple makes a perfect wedding,happy couple.,positive, perfect wedding makes a happy couple.....a happy couple makes a perfect wedding,0.125
1393,c31e5697e5, her son is 7 and captured it outside...THANK GOD I HAVE A LITTLE GIRL,.THANK GOD,positive,thank god,0.3333333333333333
1398,42e132f105,I love being able to run my tongue along my teeth,I love being able to run my tongue along my teeth,positive, love,0.1
1399,0e8144aa34,"facebook quizzes are one cure of boredom haha, my teeth/mouth hurts","haha,",positive, cure,0.0
1407,095d7652dc, Bye ! Have a great time being whisked away,Have a great time being whisked away,positive, great,0.14285714285714285
1409,031f001f5a, lol! Ahhh well its a good song,lol!,positive, good song,0.0
1417,4d8867a66a,  Cool...a VERY productive day! I just got a spot as an extra in a feature film that is filming tomorrow  AWESOME week all around!,w  AWESOME week all around,positive, cool...a very productive day! i just got a spot as an extra in a feature film that is filming tomorrow awesome,0.041666666666666664
1425,a7b0df1c27,I`m likable after all HAHAHAHAHAHAHA! Still over the moon,I`m likable after all HAHAHAHAHAHAHA! Still over the moon,positive, likable,0.1111111111111111
1432,2a6b48e176, I thought it was pretty good! I`m not a die hard Trekkie either.,I thought it was pretty good!,positive, good!,0.16666666666666666
1434,80bb02b1c1, Enjoy the ride,Enjoy,positive, enjoy the ride,0.3333333333333333
1436,88036964e3,Happy Mother`s Day to all the mothers out there!!,Happy Mother`s Day to all the mothers out there!!,positive, happy,0.1111111111111111
1443,f5446d3186,"_Twitster ohhhh, I love Morse, have every episode on video & sometimes gaze lovingly at them",lovingly,positive, love,0.0
1447,2b6bd43b14, oh ok. Well good for you...can I get some weather updates instead??  jk.,l good for you.,positive, good,0.25
1448,95b0d4bdfa,Rescued two adorable pit mix pups today.  LC and Brody.  Looking to adopt?  E-mail me for more info and pics!,Rescued two adorable pit mix pups today.,positive, adorable,0.14285714285714285
1467,6f3620c65a,_Divine take my advice lookin through the phone cost me my relationship,advice,positive, take my advice,0.3333333333333333
1468,a967eda205,Weekends are Great....if you don`t have to work them.,Great..,positive, great....,0.0
1470,acbc90fc39, YAY to som1 i no on twitter...slowly slowly rest of the grade will come around...hah  i hope ur ready for my constant tweets!!,i hope,positive, yay,0.0
1491,4f19669e48,"Hope all the Mum`s out there had a Mother`s Day with love, close family & friends.","love,",positive, hope,0.0
1494,28174a0691,Just finished Church. Happy Mother`s Day!,Happy,positive, happy mother`s day!,0.3333333333333333
1511,b69ccd6f94,Bonjour Twitterland !,Bonjour Twitterland !,positive, bonjour,0.3333333333333333
1513,1fbce7ad49, you and  are both baitersss  hope tonight is fun!,s  hope tonight is fun,positive, fun!,0.0
1525,305d27bde0, Just try to do your best. I hope you don`t get laid off.,Just try to do your best. I hope you don`t get laid off.,positive, best. i hope,0.23076923076923078
1527,9adff96a3f," I`ve always been pretty athletic, I especially love b-ball. Anyway, yeah I can run",I especially love b-ball.,positive," i`ve always been pretty athletic, i especially love",0.3333333333333333
1545,3cbd05a10b,_peter let`s smoke and watched dazed and confused. that`s a perfect pizza movie too,perfect,positive, that`s a perfect,0.3333333333333333
1551,531fd5204e, WHOO HOO. Congrats on getting under 200lbs,WHOO HOO. Congrats on getting under 200lbs,positive, congrats,0.14285714285714285
1556,f19306c37e," I`d love that. And, don`t think of it as easy. Think of it as enthusiastic.",Think of it as enthusiastic.,positive, i`d love that.,0.0
1562,dfc7fc112a, : Sir ! Everything Will Be Great InShaa`Allah,Everything Will Be Great,positive, great,0.25
1578,84a7a10342," wow, that`s good","wow, that`s good",positive, good,0.3333333333333333
1580,8a159382ea,Just woke up. Gonna have a shower and go to Nan`s for Mother`s day lunch. Happy Mother`s day,Happy Mo,positive, happy mother`s day,0.25
1583,00de41698e,'The Complete Black Books' just arrived ... looking forward to some entertaining #tv nights!  #dvd,'The Complete Black Books' just arrived ... looking forward to some entertaining #tv nights!  #dvd,positive, looking forward to some entertaining,0.3333333333333333
1585,c89510fc76,"So from this moment foward, imma have to spend my money wisely. No dress and shoe shopping every week. No more pigging out @ my fav rest.",wisely.,positive, fav rest.,0.0
1588,a7f72a928a, WOOOOOOOOOO   are you coming to Nottingham at any point?  lovelovelove<3,t?  lovelovelove,positive, lovelovelove<3,0.0
1589,6c5505a37c, Enjoy! Family trumps everything,Enjoy! Family trumps everything,positive, enjoy!,0.25
1604,f9195101b8,thanks for the props,thanks for the props,positive, thanks,0.25
1616,65b8688268, I`m thinking the 'Chevrolet Doom' would be fitting for GM,thinking,positive, fitting,0.0
1619,c928ea3a7a,WiSHiNG ALL THE MOTHERS A HAPPY MOTHER`S DAY,HAPPY,positive, happy mother`s day,0.3333333333333333
1626,7be53f58b3, Well it`s nice to `see` you. Have a great day and tweet again soon,Well it`s nice to `see` you. Have a great day and tweet again soon,positive, nice,0.07142857142857142
1632,99c389aff2,  hope yer ok hunny,hope yer ok hunny,positive, hope,0.25
1640,8f1d6e7797,"_raven oh, I`m skeptical too. I just think it`s the best thing he could have said under the circumstances",it`s the best thing,positive, best,0.25
1647,92f9c51213,Toris was SO fun! JB MOVIE WAS ABSOLUTELY AMAZING! and i had a good day at work!  YAY i loved the movie! :0,ABSOLUTELY AMAZING! and i had a good day at work!  YAY i loved the movie! :0,positive, fun!,0.0
1648,5bd5c7e22f,"You make me happy, whether you know it or not  <3","You make me happy, wh",positive," happy,",0.2
1664,c7d93aef38, http://twitpic.com/4jdtj - have a safe journey back home hope you come back soon,have a safe journey,positive, safe,0.25
1674,f03ce00d60, whooop! you got me on twitter!!  dang our line of communication keeps growing!,s growing,positive, whooop!,0.0
1682,65be71e57b, So ur moomie liked the Pandora? you can buy me one next lol,lol,positive, liked,0.0
1693,d5243a3989,"14 pages left to read, then it will be time to start all over again, and again.  Off to Lunch Duty...love 6th graders",.love 6th graders,positive,love,0.0
1696,6dbdb64223, _face  and nana.wish i was there last night,a.wish,positive,wish,0.0
1701,cb4902da0a, yeah the tomato paste and oil is traditional on a sandwich.. eat it with some olives and maltese cheese  yum!,yum,positive, yum!,0.0
1706,5afc0b0b6a,HAPPY B-DAY SHARON,HAPPY B-DAY SHARON,positive, happy,0.3333333333333333
1714,f8face3ced,"good time Rocking out @ open mic, thanks 4 all the love n support. Now working on Business plan presentation. No CG again 2nite",thanks 4 all the love n support.,positive, good,0.0
1717,185e6acbd4,Kyles going out of town this weekend  play time wif my fwiends. Rawrrr.,play time,positive, kyles going out of town this weekend play time wif my fwiends. rawrrr.,0.15384615384615385
1720,68263454d0,is satisfied with her FP`09 review,is satisfied with her FP`09 review,positive, satisfied,0.16666666666666666
1728,795de6c2f5, ooh ouch!   lovely weather but ****! cover up sugar! x,lovel,positive, lovely,0.0
1764,49961e3d9a,"Fab wedding yesterday, feet still sore from dancing so must be a good sign. V glad to wake up in my own bed this morning",Fab,positive, good sign. v glad,0.0
1765,64f8545fbb,"I just want somebody to love, and who loves me. I think and day-dream about about that CONSTANTLY.",loves,positive," i just want somebody to love,",0.0
1777,1db3229d23,YAY! GO TAYLOR SWIFT!! come to australia again!!!,YAY! GO TAYLOR SWIFT!! come to australia again!!!,positive, yay!,0.125
1782,f2954076a0,looking forward to coffee and driving tomorrow. really,looking forward to coffee and driving tomorrow. really,positive, looking forward,0.25
1787,a4689601c9,Hey  wow cheers for the insight ppl  looks FUN oh im just stunned..it`s AWEOMSE!!!   (robluketic live > http://ustre.am/2w5v),cheers,positive,it`s aweomse!!!,0.0
1790,f4f43f2e83,possessed beyond certainty that she has made the rite decision,she has made the rite decision,positive, certainty,0.0
1796,883a914f2e,Somebody please save the polar bears!,Somebody please save the polar bears!,positive, save,0.16666666666666666
1798,c4ffb519a5,I don`t feel any pressure right now...    Happy Mother`s Day people...,Happ,positive, happy,0.0
1803,d9f095c0db,New day in new home   happy mom day 2 me!,happy mom day 2 me!,positive, happy,0.2
1805,75144431f2,Ohhh  only a bit of time left to have an account on the forums.. I do hope I get to be a leader some day :/,hope,positive, i do hope,0.3333333333333333
1814,39b506870b, In two months i will have something of the kinf of prom  and i`m really excited! and you haven`t any contact to her?,d i`m really excited,positive, excited!,0.0
1822,b65c7688ce,thursday night was amazing taylor swift gave me one of her braclets,thursday night was amazing ta,positive, amazing,0.2
1827,bb42a3cf44,Just finnished my Double Cheeseburger. It was good  Ready to watch the Spanish F1,good,positive, it was good,0.3333333333333333
1847,5d1cbfc296, quite all right. **** sounds better than clock coming from a female anyway,quite all right.,positive, better,0.0
1852,7aaa27d412," oh my god, i finally found someone online! haha","oh my god, i finally found someone online!",positive," oh my god,",0.375
1857,4ed5a11b8e, Cheers!  I`d like to thank zBrush for making it all possible,o thank,positive, cheers!,0.0
1864,194b2f6684, Okay will work on that too but please remind me again,will work on that too,positive, please,0.0
1870,a52d9c7dec,"Oh great, Radio Disney doesn`t crash with the latest webkit, so my kid can run it again. HEY WAIT.","Oh great, Radio Disney doesn`t crash with the latest webkit, so my kid can run it again. HEY WAIT.",positive," oh great,",0.10526315789473684
1871,6766de6a5f, congratulations! woootwoooo!   great game!  nakaka-hyper kayo!,congratulations!,positive, congratulations! woootwoooo! great,0.3333333333333333
1873,36c47981f9, would that just eat away at your masculinity? What masculinity did you have? :p haha u`d probs beat me tho  haha xo,haha,positive, haha u`d probs beat me tho haha,0.16666666666666666
1889,5fb49dac18,My mother is taking Gambit to the vet today. I hope it`s nothing too serious.,I hope it`s nothing too serious.,positive, hope,0.16666666666666666
1902,824186c80e,Fighting a migraine   Medication is almost working.,s almost working.,positive, fighting a migraine medication is almost working.,0.25
1907,cebf72f0dc,"Swords make everyone sexy.  Oh, Harold.",Swords make everyone sexy.,positive, sexy.,0.25
1912,87580d31b9,is getting her hair did shortly! and hoping everything is going well for her friend currently getting surgery!,hoping everything is going well,positive, hoping,0.2
1917,b0240761ea,likes patricia`s dress,likes patricia`s dress,positive, likes,0.3333333333333333
1930,c3592fbe9d,Partied long and hard...goodnight Twitter see ya in the mornin,Partied long and hard...goodnight Twitter see ya in the mornin,positive,goodnight,0.0
